,,,,,,Notifiable Offence List  2018-2019,,,,,,,
,,,,,,,,,,,,,
"This list can be filtered to show indictable, triable-either-way and summary offences.",,,,,,,,,,,,,
Click on the drop down arrow above the column marked ‘mode’ and select either “I” (indictable) “E” (triable-either-way) or “S” (summary).,,,,,,,,,,,,,
,,,,,,,,,,,,,
Home Office code,Mode,Max Sentence,Victim or State Based,Class,Sub class,Offence category,Offence,Act,Year added/amended/deleted,Commencement date,Cessation date,Note,
89/10,S,3m,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravening or failing to comply with specified Community provision referred to in Part II of the schedule,Genetically Modified Animal Feed (England) Regulations 2004 Reg 5(2) & Sch Pt II ,,,,,
89/11,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,All TEW offences under these regulations. ,Fresh Meat (Hygiene & Inspection) Regs 1995,01/04/2017,,02/01/2006,,
89/12,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Plastic Materials and Articles in Contact with Food (England) (No 2) Regulations 2006 SI 2687/2006 A15(1.2a),,,,,
89/13,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,"Animal Feed (Hygiene Sampling etc and Enforcement) (England) regulations 2015 Reg 5, 24 (3) 28 (5) 29 (5) 29 (6) 31 (2) and 34 (1)",2016 November ,6 April 2015,,,
90/1,E,2,S,Possession of weapons,,90 Other Knives Offences,"Unlawful marketing of knives, selling or hiring",Knives Act 1997 Sec 1(1)(2)(3)(4a)(5),,,,,
90/2,E,2,S,Possession of weapons,,90 Other Knives Offences,Unlawful marketing of knives. Offers or exposes to sell or hire,Knives Act 1997 Sec 1(1)(2)(3)(4b)(5),,,,,
90/3,E,2,S,Possession of weapons,,90 Other Knives Offences,Unlawful marketing of knives- has in possession for purpose of sale or hire,Knives Act 1997 Sec 1(1)(2)(3)(4c)(5),,,,,
90/4,E,2,S,Possession of weapons,,90 Other Knives Offences,"Publication of any written, pictorial or other material in connection with the marketing of any knife -the material suggesting/indicating knife suitable for combat",Knives Act 1997 Sec 2(1)(a),,,,,
90/5,E,2,S,Possession of weapons,,90 Other Knives Offences,"Publication of any written, pictorial or other material in connection with the marketing of any knife - the material is otherwise likely to stimulate/encourage violent behaviour involving use of the knife as a weapon",Knives Act 1997 Sec 2(1)(b),,,,,
91/1,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Public health Offences as related to food and drugs,"Food Safety Act 1990 Secs 7, 8, 14, 15 and Regulations & Orders made under Secs 6(4), 13(1), 48(1)",,,,,
91/7,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Carrying on a process without authority or not complying with conditions of granted authority,Environmental Protection Act 1990 Sec 23(1)(a),,,,,
91/8,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Transfer of authorisation, failing to notify authority",Environmental Protection Act 1990 Sec 23(1)(b),,,,,
91/9,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Failing to comply with or contravening any enforcement or prohibition notice,Environmental Protection Act 1990 Sec 23 (1)(c),,,,,
91/10,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Failing without reasonable excuse to provide any information required by an authority in a notice under Sec 19(2),Environmental Protection Act 1990 Sec 23(1)(g),,,,,
91/11,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Making a statement known to be materially false or misleading or recklessly making a statement which is materially false or misleading in compliance with a requirement under Part I of The Act or in order to obtain authorisation or variation of authorisation for oneself or any other person,Environmental Protection Act 1990 Sec 23(1)(h),,,,,
91/12,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Intentionally making a false entry in any record required under Sec 7,Environmental Protection Act 1990 Sec 23(1)(i),,,,,
91/13,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Intentionally deceiving by forgery or using a document issued under Sec 7,Environmental Protection Act 1990 Sec 23(1)(j),,,,,
91/14,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Failing to comply with an order issued under Sec 26,Environmental Protection Act 1990 Sec 23(1)(l),,,,,
91/15,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Depositing, causing the deposition or permitting the deposition treating, keeping or disposing of controlled (but not special) waste in or on land without a licence",Environmental Protection Act 1990 Sec 33(8),,,,,
91/16,E,5,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Depositing, causing the deposition or permitting the deposition of controlled special waste in or on land without a licence",Environmental Protection Act 1990 Sec 33(9),,,,,
91/17,E,fine,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Failure to take such measures as available to secure transfer of household waste to unauthorised person or persons authorised for transport purposes,Environmental Protection Act 1990 Sec 34(2A) & (6),,,,,
91/18,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Licence-holder failing to comply with requirements of Waste Regulating Authority, otherwise than in relation to special waste, when suspending a licence to deal with or avert pollution or harm",Environmental Protection Act 1990 Sec 38(10),,,,,
91/19,E,5,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Licence-holder failing to comply with requirements of Waste Regulating  Authority, in relation to special waste, when suspending a licence to deal with or avert pollution or harm",Environmental Protection Act 1990 Sec 38(11),,,,,
91/2,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Hygiene offences in connection with sale etc of food to the public ,Food Safety (General Food Hygiene) Regulations 1995,,,,,
91/20,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Making a false statement in an application concerning a licence,Environmental Protection Act 1990 Sec 44,,,,,
91/21,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravening regulations made under sec 62 controlling special waste,Environmental Protection Act 1990 Sec. 62,,,,,
91/25,E,5,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Importing, acquiring, keeping releasing or marketing any genetically modified organisms without carrying out a risk assessment and giving prescribed notice and information to the Secretary of State",Environmental Protection Act 1990 Sec 118(1)(a)(b),,,,,
91/26,E,5,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Importing or acquiring, releasing or marketing any genetically modified organisms in certain cases or circumstances or without consent. Failing to dispose of organisms quickly and safely when required",Environmental Protection Act 1990 Sec 118(1)(c),,,,,
91/27,E,5,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Failing to identify risks of importing or acquiring genetically modified organisms, importing or acquiring modified organisms despite the risks, not taking all reasonable steps to prevent risk of damage to the environment as a result of keeping modified organisms. Releasing or marketing modified organisms without regard to the risks of damage to the environment",Environmental Protection Act 1990 Sec 118(1)(d),,,,,
91/28,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Failing to keep a record of a risk assessment or failing to give the  Secretary of State further information,Environmental Protection Act 1990 Sec 118(1)(e),,,,,
91/29,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravening a prohibition notice,Environmental Protection Act 1990 Sec 118(1)(f),,,,,
91/30,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Obstructing an inspector where he believes imminent danger is involved,Environmental Protection Act 1990 Sec 118(1)(j),,,,,
91/31,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Failing to comply with any requirement to provide relevant information,Environmental Protection Act 1990 Sec 118(1)(k),,,,,
91/32,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Making a false statement,Environmental Protection Act 1990 Sec 118(1)(l),,,,,
91/33,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Making a false entry in any required record,Environmental Protection Act 1990 Sec 118(1)(m),,,,,
91/34,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Forging, using, making or processing a document purporting to have been issued under Sec 111",Environmental Protection Act 1990 Sec 118(1)(n),,,,,
91/35,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Contravening regulations made to control the import, use, supply and storage of any specified injurious substance or article",Environmental Protection Act 1990 Sec 140,,,,,
91/36,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravening regulations made to prohibit or restrict the import or export of waste,Environmental Protection Act 1990 Sec 141,,,,,
91/37,E,5,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravening conditions of a waste management licence,Environmental Protection Act 1990 Sec. 33(6),,,,,
91/38,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Obstructing an inspector exercising his powers to seize, render harmless or take samples from an article or substance believed  to be a cause of imminent danger to the environment or serious harm to human health",Environmental Protection Act 1990 Sec 70,,,,,
91/39,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Failing without reasonable excuse to provide any information required by a waste regulation authority or the Secretary of State,Environmental Protection Act 1990 Sec 71 as amended by                                            Environment Act 1995 Sch 19 para 4(2),,,,,
91/40,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Fail to comply with a notice or fail to furnish information or furnish false information,Control of Pollution Act 1974 Sec 93 as amended by                                                                    Environment Act 1995 Sch 19 para 1(3),,,,,
91/41,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Obstructing an authorised person in the execution of his powers under Sec 109,Environment Act 1995 Sec 110(4)(a),,,,,
91/42,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Failure to comply with Regulations,The Special Waste Regulations 1996,,,,,
91/43,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Restrictions on disclosure of information obtained under Sec 23,Health Act 1999 Sec 24,,,,,
91/44,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Publishes, or causes to be published, a tobacco advertisement","Tobacco Advertising & Promotion Act 2002 Secs 2(a), 16(2)",,,,,
91/45,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Prints, devises or distributes in UK a tobacco advertisement","Tobacco Advertising & Promotion Act 2002 Secs 2(b), 16(2)",,,,,
91/46,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Any person who, from commissioning to selling a tobacco advertisement in newspaper, periodicals etc, commits an offence","Tobacco Advertising & Promotion Act 2002 Secs 3, 16(2)",,,,,
91/47,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,It is an offence to display tobacco products if display does not comply with any requirements as may be specified in Regulations made under this section,"Tobacco Advertising & Promotion Act 2002 Secs 8, 16(2)",,,,,
91/48,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Gives, or causes or permits, any product or coupon away to the public in the UK which promotes a tobacco product","Tobacco Advertising & Promotion Act 2002 Secs 9, 16(2)",,,,,
91/49,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Prohibition of any sponsorship promoting a tobacco product,"Tobacco Advertising & Promotion Act 2002 Secs 10, 16(2)",,,,,
91/50,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Prohibition of brandsharing/brandstretching - Regulations made under this section,"Tobacco Advertising & Promotion Act 2002 Secs 11, 16(2)",,,,,
91/51,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Pollution of controlled water,Water Resources Act 1991 Sec 85,,,,,
91/52,E,fine,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravention of Regulations,Environmental Protection (Controls on Dangerous Substances) Regulations 2003,,,,,
91/53,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravention of Regulations,The Greenhouse Gas Emissions Trading Scheme Regulations 2003,,,,,
91/54,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Waste and Emissions Trading Act 2003 Sec 8,,,,,
91/55,E,2,S/V,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Animal By-Products (Identification) Regulations 1995 RR 6-10 & 14,,,,,
91/56,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Prohibition of activities without consent etc,Human Tissue Act 2004 Sec 5,,,,,
91/57,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Prohibition of activities without consent etc,Human Tissue Act 2004 Sec 5,,,,,
91/58,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Prohibition of activities without consent etc,Human Tissue Act 2004 Sec 5,,,,,
91/59,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Prohibition of commercial dealings in human material for transplantation,Human Tissue Act 2004 Sec 32,,,,,
91/60,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Breach of licence requirement,Human Tissue Act 2004 Sec 25,,,,,
91/61,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Possession of anatomical specimens away from licensed premises,Human Tissue Act 2004 Sec 30(1)(7),,,,,
91/62,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Possession of former anatomical specimens away from licensed premises,Human Tissue Act 2004 Sec 31,,,,,
91/63,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Non-consensual analysis of DNA,Human Tissue Act 2004 Sec 45,,,,,
91/64,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Placing on market or using nonyphenol or nonyphenol ethoxylate,Control on Nonyphenol and Nonyphenol Ethoxylate Regs 2004 Regs 4 & 5,,,,,
91/65,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Offences relating to the sale and supply of starting materials for use in the manufacture of relevant medicinal products,"Medicines for Human Use (Manufacturing, Wholesale Dealing and Miscellaneous Amendments) Regulations 2005 Reg 5",,,,,
91/66,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Food Hygiene (England) Regulation 2006  RR6 & 17 ,,,,,
91/67,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Merchant Shipping (Pollution) Act 2006 Sec 1(2)(4),,,,,
91/68,E,3,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Use/store donated material not for qualifying purpose,Human Tissue Act 2004 Sec 8 (1)(3),,,,,
91/69,E,fine,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,All offences made under these regulations.,Animal & Animal products regulation 1997.,,,,,
91/70,E,5,S/V,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Pollution Prevention and Control Regulations (E&W) Order 2000.,,,,,
91/71,E,2,S/V,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Veterinary Medicines Regulations 2011 RR 4-41 or Sch 1-6 & R43,,,,,
91/72,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravene regulations.,Foot and Mouth Disease (Export Restrictions) (England) Regulations 2007 S.21.,01/04/2017,,14/09/2006,,
91/73,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Breach regulations,Import and Export Restrictions (Foot and Mouth Disease) (Wales) Regulations 2007 S.24. ,,,,,
91/74,E,5,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Contravening and failing to comply etc with the requirements of an environmental permit,Environmental Permitting (England and Wales) Regulations 2007 RR.38(1)(a) (b) & (c ) & 39(1),01/04/2017,,07/04/2010,,
91/75,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,"Failure to comply with notice, misleading or intentionally making false entry in record or intent to deceive re environmental permit","Environmental Permitting (England and Wales) Regulations 2007 RR.38(1)(d)(e), (f) or (g) & 39(3)",01/04/2017,,07/04/2010,,
91/76,E,2,S/V,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,"Transfrontier Shipment of Waste Regulations 2007 RR.17-44, 52-54 &Sch.6 P.6(2) & (3)",,,,,
91/77,E,6m,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Swine Vesicular Disease regulations 2009,,,,,
91/78,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Restriction on the placing on the market or use of dangerous substances and preparations,"Control of Dangerous Substances and Preparations Regulations 2006 RR.3, 11(a) & (b) & 12",,,,,
91/79,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Service provider doing an act abroad which would be an offence if done in UK,Tobacco Advertising and Promotion Act 2002 SS.2(4) & 16(1)(a),,,,,
91/80,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Proprietor or editor of information society service publishing tobacco advertisement,Tobacco Advertising and Promotion Act 2002 SS.3A(2)(a) & 16(1)(a),,,,,
91/81,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Procuring inclusion of tobacco advertisement in information society service,Tobacco Advertising and Promotion Act 2002 SS3A(2)(b) & 16(1)(a),,,,,
91/82,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Medicines for Human Use (Clinical Trials) Regulation 2004,,,,,
91/83,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Animal By-Products (Enforcement) (England) Regulations 2013  RR 17-20,,,,,
91/84,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Food Safety and Hygiene Regulations 2013,,,,,
91/85,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Tobacco and Related Products Regulations 2016,2016 November ,20 May 2016 ,,,
91/86,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Triable-either-way offences,Merchant Shipping (Dangerous Goods and Marine Pollutants) Regulations 1997 10 (9) (a) (b) 11 (4) 12 (3) 15 (2) (3) 16 (4) (5) 17 18 19 20 (1) (2) (3) 21 (2) (6) 24 (1),01/04/2017,,,,1
91/87,E,2,S,Miscellaneous crimes against society,,99 Other Notifiable Offences,Fail to comply with stop notice issued under Environmental Protection (England) (Microbeads) regs 2017,,01/04/2018,09/01/2018,,,
92/1,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Unlawful importation of a drug controlled under the Misuse of Drugs Act 1971 - Unknown class,"Customs and Excise Management Act 1979 Secs 50,170 ",,,,,
92/2,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Unlawful exportation of a drug controlled under the Misuse of Drugs Act 1971- Class unspecified,"Customs and Excise Management Act 1979 Secs 68,170 ",,,,,
92/3,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Unlawful importation of a drug controlled under the Misuse of Drugs Act 1971 - Class A,"Customs and Excise Management Act 1979 Secs 50,170 ",,,,,
92/4,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Unlawful importation of a drug controlled under the Misuse of Drugs Act 1971 - Class B,"Customs and Excise Management Act 1979 Secs 50,170 ",,,,,
92/5,E,5,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Offence in relation to the unlawful IMPORTATION of a drug controlled under the Misuse of Drugs Act 1971 CLASS C,"Customs and Excise Management Act 1979 SS.50(2), (3) & (5); 170(1), (2), (3) & (4); Sch.1",,,,,
92/6,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Unlawful exportation of a drug controlled under the Misuse of Drugs Act 1971- Class A,"Customs and Excise Management Act 1979 Secs 68,170 ",,,,,
92/7,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Unlawful exportation of a drug controlled under the Misuse of Drugs Act 1971- Class B,"Customs and Excise Management Act 1979 Secs 68,170 ",,,,,
92/8,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Offence in relation to the unlawful EXPORTATION of a drug controlled under the Misuse of Drugs Act 1971 CLASS C,"Customs and Excise Management Act 1979 SS.68(2) & (4); 170(1), (2), (3) & (4); Sch.1 ",,,,,
92/10,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug - Cocaine  ,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/11,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug - Heroin ,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/12,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug -  LSD,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/13,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug -  MDMA,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/14,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug -  Crack,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/15,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug - Methadone ,Misuse of Drugs Act 1971 Sec 4 (2),2014,,,,
92/16,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Concerned in the fraudulent evasion of a prohibition on the importation of a controlled drug - khat ,Customs and Excise Management Act 1979 Sec 170 (2) (3) (40 and schedule 1,2014,,,,
92/17,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Offence in relation to the unlawful importation of a drug controlled under the Misuse of Drugs Act 1971 - Khat,Customs and Excise Management Act 1979 Sec 50 and Sec 170,2014,,,,
92/18,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Offence in relation to the unlawful exportation of a drug controlled under the Misuse of Drugs Act 1971 -Khat ,Customs and Excise Management Act 1979 Sec 68 and Sec 170,,,,,
92/19,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug -  Class A - Other,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/20,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug -  Amphetamine,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/21,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production of a cannabis plant,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/22,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Synthetic cannabinoid receptor agonists,Misuse of Drugs Act 1971 (Amendment) Order 2009,,,,,
92/23,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug - Class B - Mephedrone including cathinone derivatives,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/25,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug - Class B - Other ,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/27,E,5,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug -  Anabolic steroids,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/28,E,5,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug - Class C - Other ,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/29,E,5,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Production or being concerned in production of a controlled drug -  Unspecified,Misuse of Drugs Act 1971 Sec 4 (2),,,,,
92/30,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Cocaine,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/31,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Heroin,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/32,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - LSD,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/33,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - MDMA,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/34,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Crack,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/35,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Methadone,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/37,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Import a drug subject of a temporary class order with intent to evade a prohibition/restriction,Customs and Excise Act 1979 Sec 170 (1) (b) & (3) & (4) Sch 1 para 1 as added by Police Reform and Social Responsibility Act 2011 Sch 17 para 21.,,,,,
92/38,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Export a drug subject of a temporary class order with intent to evade a prohibition / restriction ,Customs and Excise Act 1979 Sec 170 (1) (b) & (3) & (4) Sch 1 para 1as added by Police Reform and Social Responsibility Act 2011 Sch 17 para 21,,,,,
92/39,E,life,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Class A Other,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/40,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Amphetamine,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/41,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Class B Cannabis and cannabis resin  ,Misuse of Drugs Act 1971 as amended by The Misuse of Drugs Act 1971 (amendment) Order 2008,,,,,
92/42,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Synthetic cannabinoid receptor agonists,Misuse of Drugs Act 1971 (Amendment) Order 2009,,,,,
92/43,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Class B - Mephedrone including cathinone derivatives ,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/45,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Class B - Other,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/47,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Anabolic steroids,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/48,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Class C - Other,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
92/49,E,14,S,Drug Offences,Trafficking of drugs,92A Trafficking in controlled drugs,Supplying or offering to supply a controlled drug - Class unspecified,Misuse of Drugs Act 1971 Sec 4(3) ,,,,,
,,,,,,,,,,,,,
92/50,E,7,S,Drug Offences,Possession of drugs,92D Possession of controlled drugs,Having possession of a controlled drug - Cocaine,Misuse of Drugs Act 1971 Sec 5(2),,,,,
92/51,E,7,S,Drug Offences,Possession of drugs,92D Possession of controlled drugs,Having possession of a controlled drug - Heroin,Misuse of Drugs Act 1971 Sec 5(2),,,,,
92/52,E,7,S,Drug Offences,Possession of drugs,92D Possession of controlled drugs,Having possession of a controlled drug - LSD,Misuse of Drugs Act 1971 Sec 5(2),,,,,
92/53,E,7,S,Drug Offences,Possession of drugs,92D Possession of controlled drugs,Having possession of a controlled drug - MDMA,Misuse of Drugs Act 1971 Sec 5(2),,,,,
92/54,E,7,S,Drug Offences,Possession of drugs,92D Possession of controlled drugs,Having possession of a controlled drug - Crack,Misuse of Drugs Act 1971 Sec 5(2),,,,,
92/55,E,7,S,Drug Offences,Possession of drugs,92D Possession of controlled drugs,Having possession of a controlled drug - Methadone,Misuse of Drugs Act 1971 Sec 5(2),,,,,
92/59,E,7,S,Drug Offences,Possession of drugs,92D Possession of controlled drugs,Having possession of a controlled drug - Class A - Other,Misuse of Drugs Act 1971 Sec 5(2),,,,,
