,,,,,,Notifiable Offence List  2018-2019,,,,,,,
,,,,,,,,,,,,,
"This list can be filtered to show indictable, triable-either-way and summary offences.",,,,,,,,,,,,,
Click on the drop down arrow above the column marked ‘mode’ and select either “I” (indictable) “E” (triable-either-way) or “S” (summary).,,,,,,,,,,,,,
,,,,,,,,,,,,,
Home Office code,Mode,Max Sentence,Victim or State Based,Class,Sub class,Offence category,Offence,Act,Year added/amended/deleted,Commencement date,Cessation date,Note,
66/38,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Breach of a restraining Order issued on acquittal,protection from Harassment Act 1997 SS.5A(2) & 5(5) & (6),,,,,
66/39,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Breach of non-molestation order,"Sec 42A Family Law Act 1996 (as inserted by Section 1 of the Domestic Violence, Crime and Victims Act 2004)",,,,,
66/4,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Communicating false information alleging presence of bomb,Criminal Law Act 1977 Sec 51,,,,,
66/42,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Interfere with contractual relationships so as to harm animal research organisations,Serious Organised Crime and Police Act 2005 Sec 145,,,,,
66/43,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Intimidation of persons connected with animal research organisations,Serious Organised Crime and Police Act 2005 Sec 146,,,,,
66/44,I,life,V,Public Order Offences,,66 Other Offences against the State or public order,Compelling by threatening to destroy or damage ship or sea platform or property used in navigation,Aviation and Maritime Security Act 1990 Sec 13,,,,,
66/45,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Use of words or behaviour or display of written material (Acts intended to stir up religious hatred). ,Public Order Act 1986 Sec 29B as added by              Racial and Religious Hatred Act 2006,,,,,
66/46,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Publishing or distributing written material (Acts intended to stir up religious hatred). ,Public Order Act 1986 Sec 29C as added by              Racial and Religious Hatred Act 2006,,,,,
66/47,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Public performance of a play (Acts intended to stir up religious hatred). ,Public Order Act 1986 Sec 29D as added by              Racial and Religious Hatred Act 2006,,,,,
66/48,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,"Distributing, showing or playing a recording (Acts intended to stir up religious hatred).",Public Order Act 1986 Sec 29E as added by              Racial and Religious Hatred Act 2006,,,,,
66/49,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Provider of programme - broadcasting or including programme in programme service (Acts intended to stir up religious hatred).,Public Order Act 1986 Sec 29F (1)(2)(a) as added by              Racial and Religious Hatred Act 2006,,,,,
66/5,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Admitting football spectators to unlicensed premises,Football Spectators Act 1989 Sec 9,,,,,
66/50,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Producer or Director of programme - broadcasting or including programme in programme service (Acts intended to stir up religious hatred). ,Public Order Act 1986 Sec 29F (1)(2)(b) as added by              Racial and Religious Hatred Act 2006,,,,,
66/51,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Person using offending words or behaviour - broadcasting or including programme in programme service (Acts intended to stir up religious hatred). ,Public Order Act 1986 Sec 29F (1)(2)(c) as added by              Racial and Religious Hatred Act 2006,,,,,
66/52,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Possession of inflammatory material (Acts intended to stir up religious hatred). ,Public Order Act 1986 Sec 29G as added by              Racial and Religious Hatred Act 2006,,,,,
66/53,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Publish/cause another to publish a statement intending to/recklessly encouraging terrorism.,Terrorism Act 2006 Sec 1.,,,,,
66/54,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Distribute/circulate a terrorist publication.,Terrorism Act 2006 Sec 2(2)(a) & 11.,,,,,
66/55,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Give/sell/lend/offer for sale/offer for loan a terrorist publication.,Terrorism Act 2006 Sec 2(2)(b)(c) & 11.,,,,,
66/56,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Provide service re reading/listening to a terrorist publication.,Terrorism Act 2006 Sec 2(2)(d) & 11.,,,,,
66/57,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Transmit contents of a terrorist publication.,Terrorism Act 2006 Sec 2(2)(e) & 11.,,,,,
66/58,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Possess terrorist publication with view to distribution/sale/ loan/read/listen to/seen etc.,Terrorism Act 2006 Sec 2(2)(f) & 11.,,,,,
66/59,I,Life,S,Public Order Offences,,66 Other Offences against the State or public order,With intent that self/to assist another to commit act of terrorism engage in preparation.,Terrorism Act 2006 Sec 5.,,,,,
66/6,I,life,S,Public Order Offences,,66 Other Offences against the State or public order,Threats of attack on United Nations workers,"United Nations Personnel Act 1997 Secs 2,3",,,,,
66/60,E,10,S,Public Order Offences,,66 Other Offences against the State or public order,Provide instruction/training for terrorism,Terrorism Act 2006 Sec 6(1)(5).,,,,,
66/61,E,10,S,Public Order Offences,,66 Other Offences against the State or public order,Receive instruction/training for terrorism.,Terrorism Act 2006 Sec 6(2)(5).,,,,,
66/62,E,10,S,Public Order Offences,,66 Other Offences against the State or public order,Attend any place in UK/elsewhere for instruction training in terrorism.,Terrorism Act 2006 Sec 8.,,,,,
66/64,I,Life,S,Public Order Offences,,66 Other Offences against the State or public order,Possess radioactive material with intent use it in commission/preparation for terrorism,Terrorism Act 2006 Sec 9,,,,,
66/65,I,Life,S,Public Order Offences,,66 Other Offences against the State or public order,Use radioactive device/material in the course of / in connection with commission /purposes of terrorism,Terrorism Act 2006 Sec 10,,,,,
66/66,I,Life,S,Public Order Offences,,66 Other Offences against the State or public order,In course of/in connection with commission / purposes of terrorism use/damage nuclear facility to cause release / ask of release of radioactive material,Terrorism Act 2006 Sec 10,,,,,
66/67,I,Life,S,Public Order Offences,,66 Other Offences against the State or public order,Terrorist make demand relating to devices/materials/facilities,Terrorism Act 2006 Sec 11,,,,,
66/68,I,Life,S,Public Order Offences,,66 Other Offences against the State or public order,Terrorist make threat to use radioactive device/material,Terrorism Act 2006 Sec 11,,,,,
66/69,I,Life,S,Public Order Offences,,66 Other Offences against the State or public order,Make/possess radioactive device with intent use it in commission/preparation for terrorism.,Terrorism Act 2006 Sec 9(1)(a)3.,,,,,
66/7,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Triable-either-way offences,"Terrorist Asset-Freezing etc Act 2010 Sec 11-14, 18  & 32 (1)",,,,,
66/77,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Disclose without lawful authority confidential information provided by the Treasury.,Terrorism (UN Measures) Order 2006 S.6(5)&13(2).,,,,,
66/78,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Not under authority of a licence dealt with funds/economic resources belonging to/owned/held by an Art 7(2) person.,Terrorism (UN Measures) Order 2006 S.7(3) & 13(1).,,,,,
66/79,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Make funds/economic resources/financial services available directly to/indirectly to/for the benefit of Art 7(2) person.,Terrorism (UN Measures) Order 2006 S.8(3)&13(1).,,,,,
66/80,E,7,S,Public Order Offences,,66 Other Offences against the State or public order,Participate in activity object/effect to circumvent Art 7(1)/8(1) prohibition enable/facilitate Art 7/8 offence. ,Terrorism (UN Measures) Order 2006 S.10 & 13(1).,,,,,
66/81,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Make a statement/furnish a document/information which is false in a material particular to obtain a Treasury licence.,Terrorism (UN Measures) Order 2006 S.11(5)&13(2).,,,,,
66/82,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,"Gives false information or documents or destroys, mutilates, etc, documents. ",Terrorism (UN Measures) Order 2006 S.13(2) Sch.1 p4(b)(d).,,,,,
66/83,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,"Notify false information to police in purported compliance with s.108, 109, 110 or reg's under s.111",Criminal Justice and Immigration Act 2008,,,,,
66/84,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Fail to comply with prohibition / restriction / condition contained in a violent offender order / interim order,Criminal Justice and Immigration Act 2008,,,,,
66/85,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Fail to comply with notification requirements of s108(1),Criminal Justice and Immigration Act 2008,,,,,
66/86,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Fail to comply with requirements re notification of changes under s109(1) ,Criminal Justice and Immigration Act 2008,,,,,
66/87,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Fail to comply with the requirements of periodic notifications under s110(1),Criminal Justice and Immigration Act 2008,,,,,
66/88,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Fail to permit the taking of fingerprints and / or photographs as required by s112(4),Criminal Justice and Immigration Act 2008,,,,,
66/89,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Making damaging disclosure of information entrusted to other State of organisation,The Official Secrets Act 1989 S. 6 (2),,,,,
66/90,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Fail to comply with any regulation made under s111  ,Criminal Justice and Immigration Act 2008,,,,,
66/91,E,2,V,Public Order Offences,,"9B Racially or Religiously Aggravated Public Fear, Alarm or Distress",Racially or religiously aggravated fear or provocation of violence,"Crime & Disorder Act 1998 Sec 31(1)(a) And (4)  (as added to by Anti-terrorism, Crime and Disorder Act 2001 Sec 39)",,,,,
66/92,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Offences in relation to notification requirements,Counter-Terrorism Act 2008 Sec 54,,,,,
66/93,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Breach of Foreign Travel Order,Counter-Terrorism Act 2008 Sch.5 Para.15,,,,,
66/94,E,-,S,Public Order Offences,,66 Other Offences against the State or public order,Failure to comply with a Serious Crime Prevention Order ,Serious Crime Act 2007 Sec 25,,,,,
66/95,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Disclosing information which can be used to gain access to protected information ,The Official Secrets Act 1989 Sec 8 (6),,,,,
66/96,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Contravening a measure specified in a Terrorism Prevention and Investigation Measures Order,Terrorism Prevention and Measures Act 2011 Sec 23,,,,,
66/97,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Breach of a marriage protection order ,Family Law Act 1996 Sec 63A,2014,,,,
66/98,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Breach of a criminal behaviour order,Anti Social Crime and Policing Act 2014 Sec 30 (1),2014,,,,
66/99,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Triable-either-way offences,Al-Qaida and Taliban (Asset-Freezing) Regulations 2010,,,,,
66/99,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Causing disaffection among the police,"Police Act 1996  Sec 91                                                                                                                Police Act 1996 Secs 43,87 ",,,,,
66/99,E,14,S,Public Order Offences,,66 Other Offences against the State or public order,Public order offences in relation to terrorism,"Terrorism Act 2000 Secs 11, 12, 15-19, 22, 39, 54 and 56-59",2016,,,,
66/99,E,10,S,Public Order Offences,,66 Other Offences against the State or public order,Eliciting publishing or communicating information about members of armed forces etc,Terrorism Act 2000 Sec 58A(1)(a) & (b),,,,,
66/99,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Prohibition of quasi-military organisations,Public Order Act 1936 Sec 2,,,,,
66/99,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Failure to disclose knowledge or suspicion of offences,N Ireland (Emergency Provisions) Act 1991 Sec 54A ,,,,,
66/99,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Public order acts (not elsewhere specified) against Channel Tunnel,"Channel Tunnel (Security) Order 1994 Articles 11,13(8),14(9),15(9),16(8),23(1)(3),28,32(1a)",,,,,
66/99,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Triable-either-way offences,"The Terrorism (United Nations Measures) Order 2006 SI 2657/2006 A7,8,10",,,,,
66/99,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Triable-either-way offences,"The Terrorism (United Nations Measures) Order 2006 SI 2657/2006 A6,11 Sch. 1 P4(b)(d)",,,,,
66/99,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Providing false information to obtain S17 licence  or failing to comply with condition of licence ,Terrorist Asset Freezing etc Act 2010 Sec 17 (6) or (7) & 32 (2),,,,,
67/1,I,7,S,Miscellaneous crimes against society,,67 Perjury ,Perjury - judicial proceedings,Perjury Act 1911 Sec 1,,,,,
67/1,I,2,S,Miscellaneous crimes against society,,67 Perjury ,False written statements tendered  in evidence,Magistrates’ Court Act 1980  Sec 106                                                                                          Criminal Justice Act 1967  Sec 89,,,,,
67/2,E,2,S,Miscellaneous crimes against society,,67 Perjury ,False unsworn statements,Perjury Act 1911 Sec 1A,,,,,
67/2,E,7,S,Miscellaneous crimes against society,,67 Perjury ,False statements on oath not in judicial proceeding,Perjury Act 1911 Sec 2,,,,,
67/2,E,7,S,Miscellaneous crimes against society,,67 Perjury ,False statements etc. - marriage,Perjury Act 1911 Sec 3,,,,,
67/2,E,7,S,Miscellaneous crimes against society,,67 Perjury ,False statements etc. - births or deaths,Perjury Act 1911 Sec 4,,,,,
67/2,E,2,S,Miscellaneous crimes against society,,67 Perjury ,False statutory statements etc. without oath,Perjury Act 1911 Sec 5,,,,,
67/2,E,7,S,Miscellaneous crimes against society,,67 Perjury ,False declarations etc. to obtain registration,Perjury Act 1911 Sec 6,,,,,
67/2,E,2,S,Miscellaneous crimes against society,,67 Perjury ,False statements etc. to obtain passport,Criminal Justice Act 1925 Sec 36,,,,,
67/2,E,2,S,Miscellaneous crimes against society,,67 Perjury ,Corruptly giving false certificate of  service of summons etc.,County Courts Act 1984 Sec 133,,,,,
67/2,E,2,S,Miscellaneous crimes against society,,67 Perjury ,False entry or statement in document,Mental Health Act 1983 Sec 126(4),,,,,
67/2,E,2,S,Miscellaneous crimes against society,,67 Perjury ,False information re disused tips,Mines & Quarries(Tips) Act 1969 Sec 12,,,,,
67/2,E,2,S,Miscellaneous crimes against society,,67 Perjury ,False or misleading statements re interim possession orders,Crime Justice & Public Order Act 1994  Sec75 ,,,,,
68/1,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Participate in the criminal activities of an organised group,Serious Crime Act 2015 Sec 45 (1) & (9),2015,03/05/2015,,,
68/2,E,14,S,Public Order Offences,,66 Other Offences against the State or public order,Unauthorised act in relation to a computer causing /creating risk of serious damage ,The Computer Misuse Act 1990 Sec 3ZA (1) and (6) as amended by the Serious Crime Act 2015 Sec 41,2015,03/05/2015,,,
68/3,E,Life,S,Public Order Offences,,66 Other Offences against the State or public order,Unauthorised act in relation to a computer causing /creating risk of serious damage to human welfare / national security,The Computer Misuse Act 1990 Sec 3ZA (1) and (7) as amended by the Serious Crime Act 2015 Sec 41,2015,03/05/2015,,,
68/4,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Breach a Female Genital Mutilation protection order,Female Genital Mutilation Act 2003 Sec 5A as amended by Serious Crime Act 2015 Sec 73 ,2015,17/07/2015,,,
68/5,E,14,S,Public Order Offences,,66 Other Offences against the State or public order,Corrupt/improper exercise of police powers and privileges by a constable,Criminal Justice and Courts Act 2015 Sec 26 (1) and (2),2015,13/04/2015,,,
68/6,E,Fine,S,Public Order Offences,,66 Other Offences against the State or public order,Care provider fail to comply with a remedial / publicity order,Criminal Justice and Courts Act 2015 Sec 23 (7) ,2015,13/04/2015,,,
68/7,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Breach a sexual risk order / risk of sexual harm order etc or fail to comply with requirement under Sec 122 C (4) in relation to a sexual risk order.,Sexual Offences Act 2003 Sec 122 H ,2015,07/07/2015,,,
68/8,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Breach SHPO / interim SHPO /SOPO / interim SOPO/ Foreign travel order or fail to comply with a requirement Under Sec 103D (4) in relation to a SHPO.,Sexual Offences Act 2003 Sec 103I,2015,07/07/2015,,,
68/9,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Returns to UK in contravention of temporary exclusion order,Counter Terrorism and Security Act 2015 Sec 10 (1) and (5),2015,04/08/2015,,,
68/10,E,5,S,Public Order Offences,,66 Other Offences against the State or public order,Fail to comply with obligation after return to the UK imposed under Section 9,Counter Terrorism and Security Act 2015 Sec 10 (3) and (5),2015,04/08/2015,,,
68/11,I,14,S,Public Order Offences,,66 Other Offences against the State or public order,Fail to give permission for a laboratory test on a blood specimen having caused a death.,Transport and Works Act 1988 Sec 3A (1) (d) and schedule 2 to the Road Traffic Offenders Act 1988,2015,,,,
68/12,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Care provider supply / publish / make available information which was false or misleading in material respect ,Care Act 2014 92 and 93 (1),2016,01/04/2016,,,
68/13,E,2,S,Public Order Offences,,66 Other Offences against the State or public order,Contempt of Court by breach of Sec 17 of the Criminal Procedure and Investigations Act 1996,Criminal Procedure and Investigations Act 1996 Sec 18 ,01/04/2017,,,,
68/14,I,10,S,Public Order Offences,,66 Other Offences against the State or public order,Supply specialist printing equipment knowing it will be used for criminal purposes,Specialist Printing Equipment and Materials (Offences) Act 2015 Sec 1 (1) 1 (3) (4),01/07/2018,26/05/2015,,,
69/01,I,10,S,Miscellaneous crimes against society,,69 Offender Management Act,Assisting a prisoner to escape,Prison Act 1952 as inserted by Offender Management Act 2007,,,,,
69/02,I,10,S,Miscellaneous crimes against society,,69 Offender Management Act,Conveyance etc. of List A articles into or out of prison,Prison Act 1952 as inserted by Offender Management Act 2007,,,,,
69/03,E,2,S,Miscellaneous crimes against society,,69 Offender Management Act,Conveyance etc. of List B articles into or out of prison,Prison Act 1952 as inserted by Offender Management Act 2007,,,,,
69/04,E,2,S,Miscellaneous crimes against society,,69 Offender Management Act,Other offences relating to prison security,Prison Act 1952 as inserted by Offender Management Act 2007,,,,,
69/05,E,2,S,Miscellaneous crimes against society,,69 Offender Management Act,Without authority possess inside a prison an item specified in Sec 40D (3A),Prison Act 1952 Sec 40D (3A),,,,,
69/06,E,4,S,Miscellaneous crimes against society,,69 Offender Management Act,Unauthorised possession in prison of knife or offensive weapon,Prison Act 1962 Sec 40CA (1) & (4) as amended by Serious Crime Act 2015 Sec 78,2015,01/06/2015,,,
69/07,E,2,S,Miscellaneous crimes against society,,69 Offender Management Act,Throwing articles into Prison,Prison Act 1952 Sec 40CB (1) and (4) as inserted by Serious Crime Act 2015 Sec 79,2015,10/11/2015,,,
70/1,I,life,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Sexual activity with a person with a mental disorder impeding choice - Male person,Sexual Offences Act 2003 Sec 30,,,,,
70/10,E,10,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Causing a person with a mental disorder impeding choice to watch a sexual act,Sexual Offences Act 2003 Sec 33,,,,,
70/11,I,life,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,"Inducement, threat or deception to procure sexual activity with a person with a mental disorder - penetration",Sexual Offences Act 2003 Sec 34,,,,,
70/12,E,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,"Inducement, threat or deception to procure sexual activity with a person with a mental disorder - no penetration",Sexual Offences Act 2003 Sec 34,,,,,
70/13,I,life,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,"Causing a person with a mental disorder to engage in sexual activity by inducement, threat or deception - penetration",Sexual Offences Act 2003 Sec 35,,,,,
70/14,E,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,"Causing a person with a mental disorder to engage in sexual activity by inducement, threat or deception - no penetration",Sexual Offences Act 2003 Sec 35,,,,,
70/15,E,10,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,"Engaging in sexual activity in the presence, procured by inducement, threat or deception of a person with mental disorder",Sexual Offences Act 2003 Sec 36,,,,,
70/16,E,10,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,"Causing a person with a mental disorder to watch a sexual act by inducement, threat or deception",Sexual Offences Act 2003 Sec 37,,,,,
70/17,I,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Care workers : Sexual activity with a person with a mental disorder - Male person,Sexual Offences Act 2003 Sec 38,,,,,
70/18,I,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Care workers : Sexual activity with a person with a mental disorder - Female person,Sexual Offences Act 2003 Sec 38,,,,,
70/19,E,10,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Care workers : Sexual activity with a person with a mental disorder - Male person - no penetration,Sexual Offences Act 2003 Sec 38,,,,,
70/2,I,life,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Sexual activity with a person with a mental disorder impeding choice - Female person,Sexual Offences Act 2003 Sec 30,,,,,
70/20,E,10,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Care workers : Sexual activity with a person with a mental disorder - Female person - no penetration,Sexual Offences Act 2003 Sec 38,,,,,
70/21,I,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Care workers : Causing or inciting sexual activity (person with mental disorder) - Penetration,Sexual Offences Act 2003 Sec 39,,,,,
70/22,E,10,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Care workers : Causing or inciting sexual activity (person with mental disorder) - No penetration,Sexual Offences Act 2003 Sec 39,,,,,
70/23,E,7,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Care workers : Sexual activity in the presence of a person with a mental disorder ,Sexual Offences Act 2003 Sec 40,,,,,
70/24,E,7,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Care workers : Causing a person with a mental disorder or learning disability to watch a sexual act,Sexual Offences Act 2003 Sec 41,,,,,
70/3,E,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Sexual activity with a person with a mental disorder impeding choice - Male person - no penetration,Sexual Offences Act 2003 Sec 30,,,,,
70/4,E,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Sexual activity with a person with a mental disorder impeding choice - Female person - no penetration,Sexual Offences Act 2003 Sec 30,,,,,
70/5,I,life,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Causing or inciting a person with a mental disorder impeding choice to engage in sexual activity - Male person,Sexual Offences Act 2003 Sec 31,,,,,
70/6,I,life,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Causing or inciting a person with a mental disorder impeding choice to engage in sexual activity - Female person ,Sexual Offences Act 2003 Sec 31,,,,,
70/7,E,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Causing or inciting a person with a mental disorder impeding choice to engage in sexual activity - Male person - no penetration,Sexual Offences Act 2003 Sec 31,,,,,
70/8,E,14,V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Causing or inciting a person with a mental disorder impeding choice to engage in sexual activity - Female person - no penetration,Sexual Offences Act 2003 Sec 31,,,,,
70/9,E,10,S/V,Sexual Offences,Other sexual offences ,70 Sexual Activity etc. with a Person with a Mental Disorder,Engaging in sexual activity in the presence of a person with a mental disorder impeding choice,Sexual Offences Act 2003 Sec 32,,,,,
71/1,E,14,S/V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Arranging or facilitating the commission of a child sex offence,Sexual Offences Act 2003 Sec 14,,,,,
71/10,E,14,S/V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Arranging or facilitating the sexual exploitation of a child - Child 13 - 17 ,Sexual Offences Act 2003 Sec 50,01/07/2016,,,,
71/11,E,14,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Cause or incite the sexual exploitation of a child - Child under 13,Sexual Offences Act 2003 Sec 48,01/07/2016,,,,
71/12,E,14,S/V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Controlling a child subject to sexual exploitation - Child under 13,Sexual Offences Act 2003 Sec 49,01/07/2016,,,,
71/13,E,14,S/V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Arranging or facilitating the sexual exploitation of a child - Child under 13 ,Sexual Offences Act 2003 Sec 50,01/07/2016,,,,
71/14,I,14,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Paying for the sexual services of a child - Female child under 16,Sexual Offences Act 2003 Sec 47,,,,,
71/15,I,14,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Paying for the sexual services of a child - Male child under 16,Sexual Offences Act 2003 Sec 47,,,,,
71/2,I,life,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Paying for the sexual services of a child - Female child under 13,Sexual Offences Act 2003 Sec 47,,,,,
71/3,I,life,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Paying for the sexual services of a child - Male child under 13,Sexual Offences Act 2003 Sec 47,,,,,
71/4,E,14,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Paying for the sexual services of a child - Female child under 16 - no penetration,Sexual Offences Act 2003 Sec 47,,,,,
71/5,E,14,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Paying for the sexual services of a child - Male child under 16 - no penetration,Sexual Offences Act 2003 Sec 47,,,,,
71/6,E,7,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Paying for the sexual services of a child - Female child under 18,Sexual Offences Act 2003 Sec 47,,,,,
71/7,E,7,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Paying for the sexual services of a child - Male child under 18,Sexual Offences Act 2003 Sec 47,,,,,
71/8,E,14,V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Cause or incite the sexual exploitation of a child - Child 13 - 17,Sexual Offences Act 2003 Sec 48,01/07/2016,,,,
71/9,E,14,S/V,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Controlling a child subject to sexual exploitation - Child 13 - 17,Sexual Offences Act 2003 Sec 49,01/07/2016,,,,
71/16,E,3,S,Sexual Offences,Other sexual offences ,71 Abuse of Children through Sexual Exploitation,Possess a paedophile manual,Serious Crime Act 2015 Sec 69,2015,03/05/2015,,,
71/17,E,2,V,Sexual Offences,Other sexual offences ,88A Sexual Grooming,Engage in sexual communication with a child,Sexual Offences Act 2003 Sec 15A (1) & (3) as amended by Serious Crime Act 2015 Sec 67,2015,03/04/2017,,,
73/10,E,5,V,Sexual Offences,Other sexual offences ,73 Abuse of Position of Trust of a Sexual Nature,Abuse of position of trust: causing or inciting a child to engage in sexual activity - Male child aged 13 - 17,Sexual Offences Act 2003 Sec 17,,,,,
73/11,E,5,V,Sexual Offences,Other sexual offences ,73 Abuse of Position of Trust of a Sexual Nature,Abuse of position of trust: sexual activity in the presence of a child. Offender 18 or over - Child aged 13 - 17,Sexual Offences Act 2003 Sec 18,,,,,
73/12,E,5,V,Sexual Offences,Other sexual offences ,73 Abuse of Position of Trust of a Sexual Nature,Abuse of position of trust: causing a child to watch a sexual activity.  Offender 18 or over - Child aged 13 - 17,Sexual Offences Act 2003 Sec 19,,,,,
73/13,E,5,V,Sexual Offences,Other sexual offences ,73 Abuse of Position of Trust of a Sexual Nature,Abuse of position of trust: sexual activity with a child - Female child under 13,Sexual Offences Act 2003 Sec 16,,,,,
